Indicadores municipales de sostenibilidad: Pensión contributiva media (? / mes);;;
"";;;
Resumen de datos;;;
20902;Lasarte-Oria;1.518,37;1.390,36
01036;Laudio/Llodio;1.590,75;1.460,25
48053;Laukiz;1.630,45;1.485,37
20049;Lazkao;1.580,34;1.453,61
20050;Leaburu;1.453,88;1.312,97
20051;Legazpi;1.621,65;1.470,48
20052;Legorreta;1.487,46;1.371,13
01058;Legutio;1.564,72;1.436,96
20068;Leintz-Gatzaga;1.338,53;1.197,84
48054;Leioa;1.583,98;1.448,30
48057;Lekeitio;1.328,43;1.212,99
48055;Lemoa;1.523,03;1.375,89
48056;Lemoiz;1.444,84;1.308,92
01034;Leza;1.270,30;1.148,35
48081;Lezama;1.534,50;1.390,76
20053;Lezo;1.380,89;1.257,12
20054;Lizartza;1.450,98;1.289,72
48903;Loiu;1.524,45;1.381,06
48058;Mallabia;1.344,54;1.210,68
48060;Markina-Xemein;1.316,29;1.193,49
48061;Maruri-Jatabe;1.562,00;1.404,35
48059;Mañaria;1.360,60;1.237,44
20901;Mendaro;1.392,64;1.264,32
48062;Mendata;1.149,77;1.059,02
48063;Mendexa;1.352,02;1.169,76
48064;Meñaka;1.514,59;1.373,94
01039;Moreda de Álava / Moreda Araba;1.115,63;1.045,71
48066;Morga;1.305,11;1.177,15
48068;Mundaka;1.428,53;1.284,30
48069;Mungia;1.556,85;1.422,50
48007;Munitibar-Arbatzegi Gerrikaitz-;1.122,62;986,02
48908;Murueta;1.559,79;1.419,41
48071;Muskiz;1.524,22;1.393,62
20057;Mutiloa;1.239,95;1.108,74
20056;Mutriku;1.301,51;1.174,77
48067;Muxika;1.248,12;1.133,94
48909;Nabarniz;1.158,57;1.065,55
01041;Navaridas;783,84;709,53
20063;Oiartzun;1.397,14;1.272,59
01042;Okondo;1.343,44;1.199,91
20058;Olaberria;1.675,47;1.533,31
48073;Ondarroa;1.264,66;1.154,65
20076;Ordizia;1.616,84;1.464,00
20905;Orendain;1.194,91;1.067,71
20060;Orexa;1.692,55;1.464,23
20061;Orio;1.367,47;1.235,36
20062;Ormaiztegi;1.461,52;1.337,71
48075;Orozko;1.470,00;1.328,79
48083;Ortuella;1.484,35;1.358,32
48072;Otxandio;1.329,59;1.206,21
01043;Oyón-Oion;1.153,49;1.050,68
20059;Oñati;1.403,79;1.273,11
20064;Pasaia;1.288,02;1.175,12
01044;Peñacerrada-Urizaharra;950,79;850,43
48077;Plentzia;1.703,07;1.544,05
48078;Portugalete;1.504,43;1.375,93
01047;Ribera Baja/Erribera Beitia;1.472,26;1.299,22
01051;Salvatierra/Agurain;1.354,44;1.220,58
01052;Samaniego;875,23;783,95
01053;San Millán/Donemiliaga;1.140,71;1.039,70
48082;Santurtzi;1.479,25;1.353,78
20070;Segura;1.439,64;1.315,63
48084;Sestao;1.448,28;1.330,30
48904;Sondika;1.501,20;1.345,50
48085;Sopela;1.649,83;1.500,74
48086;Sopuerta;1.412,22;1.295,63
20065;Soraluze-Placencia de las Armas;1.405,27;1.287,18
48076;Sukarrieta;1.460,95;1.354,06
20071;Tolosa;1.503,27;1.370,91
48087;Trucios-Turtzioz;1.288,05;1.159,67
48088;Ubide;1.237,07;1.150,90
48065;Ugao-Miraballes;1.452,78;1.335,08
48089;Urduliz;1.578,89;1.440,19
48074;Urduña/Orduña;1.481,16;1.330,03
01054;Urkabustaiz;1.323,87;1.216,02
20072;Urnieta;1.429,27;1.292,87
20077;Urretxu;1.556,91;1.413,53
20073;Usurbil;1.514,18;1.387,79
01055;Valdegovía/Gaubea;1.128,74;995,86
48080;Valle de Trápaga-Trapagaran;1.501,72;1.370,80
20075;Villabona;1.452,95;1.320,58
01057;Villabuena de Álava/Eskuernaga;947,43;830,56
01059;Vitoria-Gasteiz;1.537,05;1.401,03
01060;Yécora/Iekora;905,83;808,73
48095;Zaldibar;1.545,58;1.406,72
20078;Zaldibia;1.495,07;1.372,33
01061;Zalduondo;1.396,79;1.254,06
48096;Zalla;1.503,45;1.376,41
01062;Zambrana;1.283,19;1.175,78
48905;Zamudio;1.412,37;1.290,73
48097;Zaratamo;1.547,71;1.412,54
20079;Zarautz;1.507,98;1.371,01
48024;Zeanuri;1.495,83;1.352,06
48025;Zeberio;1.466,32;1.350,62
20025;Zegama;1.327,27;1.187,80
20026;Zerain;1.374,82;1.223,52
20027;Zestoa;1.399,15;1.281,28
48913;Zierbena;1.620,52;1.511,95
01018;Zigoitia;1.614,40;1.480,40
48915;Ziortza-Bolibar;1.309,24;1.162,39
20028;Zizurkil;1.474,56;1.336,63
01063;Zuia;1.555,76;1.380,25
20081;Zumaia;1.564,49;1.429,36
20080;Zumarraga;1.565,02;1.432,16
