Indicadores municipales de sostenibilidad: Mujeres paradas de larga duración registradas en Lanbide (% mujeres de 16 a 64 años);;;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;;
01016;Bernedo;2,14;1,40;0,70;3,17;1,61;3,45;0,85;3,31;3,51;3,23;2,24;0,74;1,45;1,50;0,71;0,68;0,00
48018;Berriatua;1,47;2,17;1,86;1,23;1,53;2,45;3,60;3,61;3,69;4,46;3,40;3,01;3,72;4,53;3,88;2,03;1,08
48019;Berriz;3,97;3,95;4,39;4,74;4,09;4,59;4,84;5,02;5,64;6,25;5,11;5,36;3,32;3,32;2,82;1,38;1,35
20023;Berrobi;3,43;2,62;3,14;1,65;1,63;2,73;3,26;4,95;5,03;7,22;2,78;4,52;3,98;4,02;3,11;1,20;0,00
20024;Bidania-Goiatz;2,31;3,53;1,18;2,34;1,63;1,14;1,76;1,17;2,58;1,27;2,53;1,86;1,85;0,64;0,66;0,75;0,81
48020;Bilbao;5,95;6,32;6,64;7,56;6,36;7,12;7,54;7,75;8,39;8,70;8,26;7,40;6,07;4,37;3,59;2,92;3,38
48021;Busturia;3,67;2,97;2,97;3,81;3,88;4,76;4,97;6,88;7,34;7,43;6,90;5,30;2,93;2,25;1,11;0,76;0,74
01017;Campezo/Kanpezu;5,03;3,72;4,02;4,68;4,42;3,37;4,83;5,88;5,56;5,50;5,80;6,00;4,30;3,67;2,91;2,03;1,33
20029;Deba;2,58;2,50;3,08;3,01;2,87;3,23;3,84;3,92;4,91;4,59;4,88;4,19;2,71;2,50;2,33;1,47;2,05
48901;Derio;2,63;3,53;2,96;3,67;2,73;3,74;4,12;3,94;4,26;5,10;4,69;3,59;3,00;2,02;1,58;1,04;1,85
48026;Dima;1,65;2,35;2,35;2,58;1,53;2,96;4,49;3,09;3,15;3,91;3,56;2,84;1,73;2,00;2,35;1,39;1,78
20069;Donostia / San Sebastián;3,05;3,27;3,53;4,08;3,27;3,63;4,05;4,31;4,75;5,19;5,08;4,40;3,75;3,52;3,00;2,62;2,50
48027;Durango;3,26;3,66;3,90;4,60;3,34;3,63;4,56;4,73;5,68;5,87;5,00;4,50;2,83;2,43;2,05;1,28;1,37
48028;Ea;3,38;2,16;3,02;2,62;3,60;3,03;2,47;2,90;3,64;3,28;3,38;3,72;2,40;1,52;1,52;1,55;0,39
20030;Eibar;5,54;5,76;6,01;6,50;5,79;6,44;7,12;7,79;8,32;8,23;7,46;7,07;5,16;4,94;4,41;3,55;3,67
48031;Elantxobe;5,10;2,91;6,80;5,00;3,12;6,32;5,10;5,15;5,00;2,97;4,50;3,45;3,28;2,86;0,70;0,73;1,42
01021;Elburgo/Burgelu;2,22;1,42;1,42;1,85;2,39;2,01;2,44;0,94;0,93;1,86;2,87;1,42;1,39;2,30;0,98;1,69;0,59
01022;Elciego;3,72;3,44;1,72;4,58;3,05;5,39;4,13;4,43;5,94;5,08;3,77;2,21;2,52;2,48;0,60;0,29;0,66
20031;Elduain;5,26;2,60;3,90;1,39;2,86;1,43;0,00;1,59;1,59;3,12;1,64;3,28;0,00;0,00;1,52;0,00;1,52
20033;Elgeta;2,27;2,35;0,88;2,10;2,39;3,02;3,34;2,98;3,08;2,13;1,48;1,46;1,45;1,16;1,82;1,57;0,32
20032;Elgoibar;3,99;3,93;4,40;5,14;4,07;4,86;5,25;5,93;7,08;6,53;5,72;4,94;3,84;3,49;2,60;1,73;2,08
48032;Elorrio;2,42;2,84;2,66;3,07;3,02;3,35;3,15;3,11;4,38;4,52;4,66;4,17;3,67;3,03;2,42;1,17;1,49
01023;Elvillar/Bilar;0,94;0,00;1,94;3,74;2,75;3,64;4,39;4,59;2,86;2,88;1,94;1,94;0,95;1,92;1,90;1,87;0,99
48902;Erandio;4,52;4,53;4,28;5,62;4,40;5,25;5,46;5,94;6,84;6,84;6,70;5,71;4,55;3,91;2,73;2,17;2,23
48033;Ereño;3,28;6,35;6,35;7,94;7,69;7,58;5,71;4,48;1,47;1,39;2,82;2,78;1,32;1,27;1,23;2,41;4,76
48034;Ermua;5,00;5,17;5,76;5,89;4,87;5,46;5,51;5,85;6,95;7,62;8,25;7,59;5,33;4,45;3,72;1,62;2,46
