Indicadores municipales de sostenibilidad: Renta personal total (Base CAE=100);;;;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;;;
48044;Getxo;138,22;134,27;134,96;133,27;134,59;141,79;133,37;136,52;135,30;137,83;136,41;136,78;149,06;142,86;140,60;145,62
48047;Gizaburuaga;104,37;97,76;102,99;101,73;97,92;105,90;110,68;112,32;107,94;106,77;107,68;96,25;96,72;101,94;92,88;86,43
48042;Gordexola;109,60;106,64;105,59;102,90;102,93;103,39;105,23;104,39;101,46;122,71;97,92;101,98;105,63;99,38;130,39;91,26
48043;Gorliz;109,35;110,11;113,69;110,07;109,75;111,40;110,54;114,70;114,16;110,86;111,59;112,02;125,65;117,79;115,18;116,77
48045;Güeñes;85,90;86,21;87,84;85,56;85,00;85,82;85,09;86,59;85,08;87,27;87,30;85,56;85,86;86,29;80,92;80,89
01056;Harana/Valle de Arana;71,51;77,14;76,99;76,36;77,64;86,94;74,77;77,71;75,95;80,96;82,04;77,20;68,43;70,14;70,73;70,91
20040;Hernani;93,09;93,33;95,40;92,56;94,37;92,71;93,09;93,59;92,69;92,21;94,52;93,23;90,68;92,12;92,47;89,81
20041;Hernialde;91,64;89,74;100,82;100,61;104,53;97,63;100,64;94,73;94,07;95,98;96,40;99,39;96,53;97,97;89,62;90,80
20036;Hondarribia;141,48;117,13;117,17;116,73;116,57;112,56;111,72;110,72;107,43;107,16;113,45;108,65;107,18;108,50;105,57;104,92
20042;Ibarra;91,96;93,53;93,82;91,45;93,48;92,15;93,61;92,56;94,08;95,92;96,38;94,10;93,02;95,13;92,44;93,46
48048;Ibarrangelu;111,94;118,44;120,10;117,41;119,42;119,20;119,85;116,92;123,55;117,84;120,90;110,31;112,74;108,27;98,37;96,30
20043;Idiazabal;116,21;119,66;125,37;120,78;117,70;125,60;121,06;124,94;123,39;121,09;120,27;113,85;97,02;110,21;109,08;108,46
48094;Igorre;89,27;90,30;90,70;90,97;91,24;92,43;96,52;95,44;96,76;94,22;88,59;91,44;93,17;96,67;97,19;98,00
20044;Ikaztegieta;82,71;88,96;91,04;87,27;92,10;89,87;107,12;98,18;95,54;96,94;100,53;90,13;86,66;120,38;105,79;97,69
20045;Irun;89,75;87,31;87,63;85,69;85,94;85,21;86,02;86,65;86,12;86,75;89,21;89,38;91,15;87,79;86,79;88,50
20046;Irura;110,14;108,30;110,08;105,57;109,76;109,74;109,87;109,01;109,80;109,98;113,08;110,55;108,57;111,56;101,66;100,62
01027;Iruraiz-Gauna;100,84;106,58;100,46;101,45;97,22;95,95;95,38;95,33;93,07;96,82;103,42;92,71;82,08;98,83;93,68;82,64
01901;Iruña Oka/Iruña de Oca;86,51;90,16;91,29;92,78;94,57;95,14;98,07;97,39;101,09;102,06;104,45;105,76;99,69;103,49;96,83;95,05
48049;Ispaster;94,22;96,68;99,85;97,02;100,90;105,16;98,56;102,64;104,96;99,66;97,19;91,24;87,39;87,61;81,95;75,04
20047;Itsasondo;90,61;92,79;95,26;94,00;93,66;102,14;95,12;95,66;98,08;95,41;97,39;99,57;92,58;93,42;96,15;100,67
48910;Iurreta;88,07;92,87;98,07;91,22;90,16;88,80;89,31;88,68;86,94;87,12;88,81;88,01;80,57;90,12;87,56;86,86
