Indicadores municipales de sostenibilidad: PIB municipal per cápita (Base CAE=100);;;;;;;;;;;;;;;
"";;;;;;;;;;;;;;;
Resumen de datos;;;;;;;;;;;;;;;
01032;Lanciego/Lantziego;160,37;160,51;154,84;177,87;175,90;186,72;154,92;151,61;147,55;142,01;147,70;133,48;148,19;141,25
48051;Lanestosa;46,13;51,42;48,53;43,92;47,66;47,41;48,68;48,46;54,24;111,15;43,21;28,09;34,14;37,13
01902;Lantarón;254,13;245,60;233,43;243,53;248,41;272,21;272,90;230,17;253,55;234,95;270,49;265,06;257,00;357,22
01033;Lapuebla de Labarca;131,84;135,31;127,78;130,17;140,13;141,63;136,77;138,04;131,46;125,75;135,59;159,07;107,50;86,95
48052;Larrabetzu;178,61;124,50;143,68;141,36;129,18;112,33;117,45;104,15;106,99;83,96;79,49;108,55;72,92;56,14
20048;Larraul;61,93;72,54;91,42;79,60;91,50;83,00;63,51;69,60;39,41;33,93;31,30;64,18;58,22;73,20
20902;Lasarte-Oria;63,40;64,45;69,68;67,66;71,26;72,97;82,50;74,25;74,56;79,01;70,15;54,38;56,90;77,06
01036;Laudio/Llodio;94,95;104,55;104,82;101,94;100,32;102,28;111,19;109,04;99,53;90,01;111,15;101,01;94,92;94,49
48053;Laukiz;31,70;41,55;43,87;34,92;38,92;37,27;36,49;36,85;50,97;57,38;55,61;44,62;52,84;60,86
20049;Lazkao;62,98;70,18;68,85;75,58;68,49;64,70;66,81;63,42;77,62;64,76;80,24;77,33;77,49;63,55
20050;Leaburu;108,45;108,37;103,82;108,57;112,81;123,96;121,63;119,79;110,07;89,40;90,17;70,16;92,80;59,91
20051;Legazpi;78,60;76,65;78,59;80,32;85,24;85,13;94,53;87,60;92,23;83,44;98,09;101,06;103,92;91,94
20052;Legorreta;101,17;97,30;95,23;93,37;98,23;96,55;88,89;91,13;94,39;104,05;82,87;100,83;136,52;91,97
01058;Legutio;436,28;362,68;398,15;420,67;399,41;345,14;333,00;353,65;416,97;446,24;526,41;644,71;625,60;460,17
20068;Leintz-Gatzaga;36,17;30,54;37,52;38,41;35,48;38,16;42,41;42,25;41,71;38,58;42,44;43,03;56,69;77,06
48054;Leioa;141,29;152,19;140,20;132,98;135,09;138,77;134,37;140,55;147,02;160,11;130,88;131,02;122,55;119,39
48057;Lekeitio;45,76;46,29;45,69;50,81;49,26;52,52;57,05;51,44;52,61;45,87;44,53;48,69;53,27;55,90
48055;Lemoa;102,86;97,97;96,75;96,01;103,32;100,53;96,80;96,36;108,44;139,16;175,86;186,83;164,17;149,20
48056;Lemoiz;43,68;43,39;41,83;48,02;46,27;46,86;44,47;44,84;47,54;86,37;79,50;50,42;56,92;57,45
01034;Leza;58,33;53,67;55,08;67,33;102,33;96,25;98,11;90,38;84,06;85,56;100,99;208,95;190,31;166,06
48081;Lezama;179,03;182,70;156,86;130,19;151,02;162,23;176,69;165,05;161,88;127,50;128,90;94,83;100,15;134,21
20053;Lezo;123,43;126,96;119,48;120,43;116,41;119,40;120,37;113,20;119,08;118,31;121,88;119,22;122,99;116,55
20054;Lizartza;107,16;103,03;103,01;94,82;95,18;90,48;85,72;86,93;91,34;105,73;93,67;74,82;75,32;78,80
48903;Loiu;554,96;518,77;622,04;640,64;630,50;612,93;572,14;546,65;551,03;554,93;528,69;597,71;436,12;402,71
